Date,Subject,Snippet,Prediction,Confidence,Source
2024-11-13 06:17:55.081722,Historical Ingestion,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",Ham,93.76597408517492,Dataset
2025-01-17 03:52:55.081722,Historical Ingestion,Hi. Hope you had a good day. Have a better night.,Ham,86.55821923854006,Dataset
2025-04-09 01:58:55.081722,Historical Ingestion,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,Ham,98.7996786640395,Dataset
2024-11-15 10:21:55.081722,Historical Ingestion,"Hmm well, night night ",Ham,91.54289084847564,Dataset
2025-12-26 15:36:55.081722,Historical Ingestion,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cr,Spam,93.89269349477291,Dataset
2024-12-27 13:50:55.081722,Historical Ingestion,It's justbeen overa week since we broke up and already our brains are going to mush!,Ham,86.34249690988642,Dataset
2025-11-22 20:48:55.081722,Historical Ingestion,I dont thnk its a wrong calling between us,Ham,91.71084748153388,Dataset
2024-03-04 11:20:55.081722,Historical Ingestion,"[‰Û_] anyway, many good evenings to u! s",Ham,91.22725310613572,Dataset
2024-12-30 04:24:55.081722,Historical Ingestion,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",Ham,92.21977514837032,Dataset
2024-05-09 07:55:55.081722,Historical Ingestion,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 ",Spam,97.450387431537,Dataset
2024-07-20 02:04:55.081722,Historical Ingestion,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but yo,Ham,89.53081384530014,Dataset
2025-09-29 15:46:55.081722,Historical Ingestion,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),Ham,95.42796758268636,Dataset
2024-07-22 16:30:55.081722,Historical Ingestion,Are you still playing with gautham?,Ham,94.5784286387256,Dataset
2024-10-30 12:18:55.081722,Historical Ingestion,So no messages. Had food?,Ham,91.40691693378432,Dataset
2024-05-19 04:29:55.081722,Historical Ingestion,Is that what time you want me to come?,Ham,86.30213969048113,Dataset
2025-06-27 00:32:55.081722,Historical Ingestion,K..give back my thanks.,Ham,92.34699646260763,Dataset
2025-07-06 12:40:55.081722,Historical Ingestion,England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 870,Spam,94.7667395335148,Dataset
2024-09-29 05:26:55.081722,Historical Ingestion,Enjoy ur life. . Good night,Ham,89.13900004200707,Dataset
2025-07-05 03:11:55.081722,Historical Ingestion,Have a good evening! Ttyl,Ham,95.47191866400723,Dataset
2024-12-02 07:11:55.081722,Historical Ingestion,I have to take exam with march 3,Ham,96.7489039196354,Dataset
2025-09-25 08:21:55.081722,Historical Ingestion,Aiyah ok wat as long as got improve can already wat...,Ham,96.20865251476118,Dataset
2025-10-23 15:08:55.081722,Historical Ingestion,S:-)if we have one good partnership going we will take lead:),Ham,94.16515409760174,Dataset
2024-12-14 13:08:55.081722,Historical Ingestion,did u get that message,Ham,90.51484924772676,Dataset
2025-03-11 01:26:55.081722,Historical Ingestion,U can call now...,Ham,85.14157260415001,Dataset
2025-04-24 20:45:55.081722,Historical Ingestion,Tell them u have a headache and just want to use 1 hour of sick time.,Ham,89.89208338284658,Dataset
2024-04-29 14:27:55.081722,Historical Ingestion,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes...,Ham,88.74370351108114,Dataset
2024-03-21 11:32:55.081722,Historical Ingestion,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,Ham,99.00741719707224,Dataset
2025-11-11 09:19:55.081722,Historical Ingestion,What time. I‰Û÷m out until prob 3 or so,Ham,98.16833397351056,Dataset
2024-12-17 18:21:55.081722,Historical Ingestion,\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy ga,Ham,96.91302270804518,Dataset
2024-08-10 10:00:55.081722,Historical Ingestion,"As usual..iam fine, happy &amp; doing well..:)",Ham,86.28439271241133,Dataset
2025-02-12 08:22:55.081722,Historical Ingestion,Nope watching tv at home... Not going out. V bored...,Ham,95.56567407546726,Dataset
2026-01-07 00:26:55.081722,Historical Ingestion,PS U no ur a grown up now right?,Ham,94.83720982644128,Dataset
2024-05-06 19:20:55.081722,Historical Ingestion,"K, wat s tht incident?",Ham,88.82616837371437,Dataset
2024-02-21 18:17:55.081722,Historical Ingestion,Are u awake? Is there snow there?,Ham,99.42928425877822,Dataset
2025-08-02 22:23:55.081722,Historical Ingestion,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with t,Ham,94.40291053772135,Dataset
2025-01-18 00:22:55.081722,Historical Ingestion,You intrepid duo you! Have a great time and see you both soon. ,Ham,90.5655953388348,Dataset
2024-02-22 23:48:55.081722,Historical Ingestion,Am in gobi arts college,Ham,87.78941137078414,Dataset
2024-05-27 04:43:55.081722,Historical Ingestion,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,Spam,93.5351888222018,Dataset
2025-01-21 10:07:55.081722,Historical Ingestion,Do I? I thought I put it back in the box,Ham,89.19776364225864,Dataset
2025-07-04 11:55:55.081722,Historical Ingestion,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no sou,Ham,94.90746258381498,Dataset
2025-09-30 20:23:55.081722,Historical Ingestion,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great pla",Ham,87.21609434511751,Dataset
2024-02-14 01:29:55.081722,Historical Ingestion,Easy ah?sen got selected means its good..,Ham,94.65478023301472,Dataset
2024-05-23 15:57:55.081722,Historical Ingestion,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not wor,Ham,92.34833854210592,Dataset
2024-07-11 07:53:55.081722,Historical Ingestion,K.k.how is your business now?,Ham,96.10506774954104,Dataset
2024-04-29 20:29:55.081722,Historical Ingestion,Probably earlier than that if the station's where I think it is,Ham,98.74743447871022,Dataset
2026-01-19 14:55:55.081722,Historical Ingestion,"Sorry,in meeting I'll call later",Ham,92.03968469203176,Dataset
2025-04-17 05:53:55.081722,Historical Ingestion,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please ,Spam,92.70654362990062,Dataset
2024-10-17 20:59:55.081722,Historical Ingestion,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not s",Ham,89.55083793079028,Dataset
2025-06-13 19:11:55.081722,Historical Ingestion,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash eve",Spam,96.33623087920957,Dataset
2024-02-22 22:07:55.081722,Historical Ingestion,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",Ham,95.988151212894,Dataset
2025-06-23 03:44:55.081722,Historical Ingestion,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",Ham,90.34385747577252,Dataset
2024-08-07 20:23:55.081722,Historical Ingestion,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week cal,Spam,93.6001556559464,Dataset
2024-08-28 18:54:55.081722,Historical Ingestion,Sounds great! Are you home now?,Ham,93.00068552776996,Dataset
2025-03-17 13:26:55.081722,Historical Ingestion,K.then any other special?,Ham,90.41873207157616,Dataset
2025-10-02 10:16:55.081722,Historical Ingestion, what number do u live at? Is it 11?,Ham,89.29418606257146,Dataset
2024-10-15 18:08:55.081722,Historical Ingestion,\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP,Ham,85.9209703302256,Dataset
2025-02-28 22:09:55.081722,Historical Ingestion,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr c,Spam,95.02462268837805,Dataset
2024-04-07 22:57:55.081722,Historical Ingestion,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her bi,Ham,86.3569869785821,Dataset
2024-12-22 20:33:55.081722,Historical Ingestion,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",Ham,94.61959617439182,Dataset
2024-09-08 13:59:55.081722,Historical Ingestion,Did u got that persons story,Ham,86.37082705260804,Dataset
2024-03-13 03:44:55.081722,Historical Ingestion,Yeah we do totes. When u wanna?,Ham,94.7394905546272,Dataset
2025-08-10 18:56:55.081722,Historical Ingestion,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,Ham,91.23550187343535,Dataset
2025-05-19 11:57:55.081722,Historical Ingestion,If I was I wasn't paying attention,Ham,93.04780187025708,Dataset
2025-12-29 15:15:55.081722,Historical Ingestion,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and oppo",Ham,85.77505061313715,Dataset
2025-11-26 13:41:55.081722,Historical Ingestion,Then u drive lor.,Ham,89.50933198865157,Dataset
2024-03-21 22:43:55.081722,Historical Ingestion,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,Ham,88.52643938851251,Dataset
2025-09-12 11:38:55.081722,Historical Ingestion,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,Ham,86.98837940245836,Dataset
2024-11-29 18:34:55.081722,Historical Ingestion,Shopping lor. Them raining mah hard 2 leave orchard.,Ham,95.8839736249182,Dataset
2026-01-04 05:38:55.081722,Historical Ingestion,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essen,Ham,90.84071296454208,Dataset
2025-06-10 21:21:55.081722,Historical Ingestion,Ok. So april. Cant wait,Ham,94.64820179845336,Dataset
2024-12-26 10:12:55.081722,Historical Ingestion,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,Ham,92.0917749767199,Dataset
2025-04-12 12:55:55.081722,Historical Ingestion,"Yes, my reg is  Ciao!",Ham,86.56451060491379,Dataset
2024-03-16 16:18:55.081722,Historical Ingestion,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 0905,Spam,94.65658514728204,Dataset
2024-07-09 13:07:55.081722,Historical Ingestion,I told your number to gautham..,Ham,86.97625994633547,Dataset
2025-03-17 07:52:55.081722,Historical Ingestion,Someonone you know is trying to contact you via our dating service! To find out who it could be call,Spam,99.66806259869232,Dataset
2025-02-20 11:15:55.081722,Historical Ingestion,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,Ham,87.6393757118767,Dataset
2025-04-29 19:59:55.081722,Historical Ingestion,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my K,Ham,89.87989268959417,Dataset
2024-04-17 02:36:55.081722,Historical Ingestion,Do have a nice day today. I love you so dearly.,Ham,90.45135336330053,Dataset
2024-09-07 05:09:55.081722,Historical Ingestion,Not a drop in the tank,Ham,88.45343434600997,Dataset
2026-01-19 08:42:55.081722,Historical Ingestion,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO B",Spam,99.8240294000476,Dataset
2025-12-04 04:40:55.081722,Historical Ingestion,Oh k :)why you got job then whats up?,Ham,96.4432593890482,Dataset
2025-10-07 04:42:55.081722,Historical Ingestion,Indeed and by the way it was either or - not both !,Ham,96.88331069836228,Dataset
2025-06-04 09:01:55.081722,Historical Ingestion,"Sorry, I'll call later ok bye",Ham,85.69532464867308,Dataset
2024-02-11 11:52:55.081722,Historical Ingestion,Hi Harish's rent has been transfred to ur Acnt.,Ham,86.7115217126341,Dataset
2024-04-08 10:58:55.081722,Historical Ingestion,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 ",Spam,92.60920526450224,Dataset
2025-02-18 16:13:55.081722,Historical Ingestion,Do you hide anythiing or keeping distance from me,Ham,88.20674402971011,Dataset
2024-04-17 11:36:55.081722,Historical Ingestion,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship nev",Ham,97.43006356130633,Dataset
2025-06-26 09:59:55.081722,Historical Ingestion,Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed,Spam,98.1236854431414,Dataset
2024-08-04 17:37:55.081722,Historical Ingestion,hanks lotsly!,Ham,93.5772101460425,Dataset
2025-11-22 01:05:55.081722,Historical Ingestion,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs,Spam,95.23884464806638,Dataset
2024-03-21 14:08:55.081722,Historical Ingestion,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",Ham,93.75027356969926,Dataset
2025-12-05 16:01:55.081722,Historical Ingestion,Yup,Ham,97.26031830368504,Dataset
2024-10-03 00:52:55.081722,Historical Ingestion,Lol they don't know about my awesome phone. I could click delete right now if I want.,Ham,98.52551850234036,Dataset
2024-08-30 13:56:55.081722,Historical Ingestion,No current and food here. I am alone also,Ham,94.45871829437304,Dataset
2025-04-23 17:41:55.081722,Historical Ingestion,You got job in wipro:)you will get every thing in life in 2 or 3 years.,Ham,92.97628026282128,Dataset
2024-12-16 21:53:55.081722,Historical Ingestion,I will be gentle princess! We will make sweet gentle love...,Ham,92.95225789366384,Dataset
2025-06-29 03:02:55.081722,Historical Ingestion,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear ,Ham,88.36627446308866,Dataset
2025-12-23 10:00:55.081722,Historical Ingestion,Yay! You better not have told that to 5 other girls either.,Ham,85.45057908476994,Dataset
2025-06-20 03:49:55.081722,Historical Ingestion,Esplanade lor. Where else...,Ham,85.58751554506163,Dataset
2025-09-20 00:54:55.081722,Historical Ingestion,Thanks for this hope you had a good day today,Ham,93.56900765092398,Dataset
2025-06-16 11:14:55.081722,Historical Ingestion,Hmmm.but you should give it on one day..,Ham,99.24281422385158,Dataset
2024-06-30 23:57:55.081722,Historical Ingestion,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,Ham,89.3173072032284,Dataset
2024-01-28 07:37:55.081722,Historical Ingestion,I enjoy watching and playing football and basketball. Anything outdoors. And you?,Ham,86.84187420019165,Dataset
2025-07-31 12:38:55.081722,Historical Ingestion,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. C",Spam,95.87445980546435,Dataset
2025-12-19 07:45:55.081722,Historical Ingestion,Good evening! this is roger. How are you?,Ham,99.30432498379577,Dataset
2025-12-17 08:43:55.081722,Historical Ingestion,Ok. No wahala. Just remember that a friend in need ...,Ham,88.1856700031234,Dataset
2024-05-13 08:37:55.081722,Historical Ingestion,I accidentally brought em home in the box,Ham,96.98309419961386,Dataset
2024-12-21 03:36:55.081722,Historical Ingestion,"Aight will do, thanks again for comin out",Ham,92.85963026030431,Dataset
2026-01-15 23:23:55.081722,Historical Ingestion,Hey tmr maybe can meet you at yck,Ham,96.8721144024533,Dataset
2025-06-04 19:45:55.081722,Historical Ingestion,I'm not. She lip synced with shangela.,Ham,91.59001805575394,Dataset
2024-07-08 13:28:55.081722,Historical Ingestion,Pls she needs to dat slowly or she will vomit more.,Ham,86.95871732367507,Dataset
2024-07-28 22:52:55.081722,Historical Ingestion,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,Ham,86.66781937412544,Dataset
2025-05-22 13:29:55.081722,Historical Ingestion,Hi :)finally i completed the course:),Ham,91.62493786862996,Dataset
2024-04-16 16:32:55.081722,Historical Ingestion,When/where do I pick you up,Ham,98.02970136282016,Dataset
2024-08-03 00:43:55.081722,Historical Ingestion,Yes its possible but dint try. Pls dont tell to any one k,Ham,95.2379395690697,Dataset
2024-02-17 05:35:55.081722,Historical Ingestion,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a ca",Ham,89.40290182099321,Dataset
2025-09-28 20:48:55.081722,Historical Ingestion,\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO,Ham,85.91867784541125,Dataset
2024-03-30 14:58:55.081722,Historical Ingestion,Wif my family booking tour package.,Ham,87.6395828830334,Dataset
2024-06-29 05:38:55.081722,Historical Ingestion,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel aw,Ham,88.11850115278443,Dataset
2025-10-25 02:44:55.081722,Historical Ingestion,Aight sorry I take ten years to shower. What's the plan?,Ham,91.83292321352413,Dataset
2024-05-26 12:21:55.081722,Historical Ingestion,Ok then u tell me wat time u coming later lor.,Ham,89.12861698677145,Dataset
2025-07-31 15:22:55.081722,Historical Ingestion,I anything lor.,Ham,93.09209343765252,Dataset
2024-11-25 07:13:55.081722,Historical Ingestion,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,Ham,99.33846628572616,Dataset
2025-03-13 19:11:55.081722,Historical Ingestion,Or just do that 6times,Ham,99.10728583715866,Dataset
2024-04-14 05:55:55.081722,Historical Ingestion,Happy birthday... May all ur dreams come true...,Ham,97.62139945571298,Dataset
2024-02-25 02:31:55.081722,Historical Ingestion,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,Ham,99.49212679992291,Dataset
2024-10-26 08:04:55.081722,Historical Ingestion,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,Ham,92.05111426210752,Dataset
2026-01-27 18:05:55.081722,Historical Ingestion,Ya it came a while ago,Ham,94.70834084782354,Dataset
2025-09-14 13:44:55.081722,Historical Ingestion,"Awesome, text me when you're restocked",Ham,94.7460766531716,Dataset
2024-08-16 03:42:55.081722,Historical Ingestion,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,Ham,93.39807782680414,Dataset
2025-06-26 17:28:55.081722,Historical Ingestion,Yup. Thk of u oso boring wat.,Ham,93.73488355401668,Dataset
2025-09-13 22:19:55.081722,Historical Ingestion,Wat uniform? In where get?,Ham,87.75591851138837,Dataset
2024-07-02 13:05:55.081722,Historical Ingestion,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,Ham,92.14110716531458,Dataset
2024-03-11 07:32:55.081722,Historical Ingestion,"Sorry, I'll call later",Ham,85.52097675467071,Dataset
2025-09-19 07:32:55.081722,Historical Ingestion,Anytime...,Ham,88.5189464107951,Dataset
2024-09-18 01:46:55.081722,Historical Ingestion,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,Ham,93.09291986935791,Dataset
2025-10-10 07:03:55.081722,Historical Ingestion,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! Ql,Spam,97.7709875734574,Dataset
2025-12-04 09:06:55.081722,Historical Ingestion,Even if he my friend he is a priest call him now,Ham,96.67308637350328,Dataset
2024-09-12 15:48:55.081722,Historical Ingestion,No probably  &lt;#&gt; %.,Ham,96.3803848512491,Dataset
2025-12-17 19:32:55.081722,Historical Ingestion,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. Yo,Ham,94.5063957486268,Dataset
2024-12-17 17:10:55.081722,Historical Ingestion,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,Ham,87.67854261733561,Dataset
2024-08-08 22:17:55.081722,Historical Ingestion,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one t,Ham,92.59421398209236,Dataset
2025-06-25 18:58:55.081722,Historical Ingestion,"Oops I did have it,  &lt;#&gt; ?",Ham,95.35524631199485,Dataset
2025-01-03 10:59:55.081722,Historical Ingestion,Im done. Just studyn in library,Ham,96.46588394741669,Dataset
2025-06-09 02:36:55.081722,Historical Ingestion,No problem baby. Is this is a good time to talk? I called and left a message.,Ham,90.3697120971059,Dataset
2025-04-01 02:25:55.081722,Historical Ingestion,Yo dude guess who just got arrested the other day,Ham,89.43985575912112,Dataset
2025-06-03 05:33:55.081722,Historical Ingestion,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u alre,Ham,93.95428410826634,Dataset
2024-09-10 23:24:55.081722,Historical Ingestion,Thanks  and ! Or bomb and date as my phone wanted to say! ,Ham,91.8608883846787,Dataset
2024-03-16 22:15:55.081722,Historical Ingestion,"Hi elaine, is today's meeting confirmed?",Ham,93.33281579922286,Dataset
2024-06-28 03:42:55.081722,Historical Ingestion,K.k..how is your sister kids?,Ham,89.71716840555516,Dataset
2024-03-20 04:03:55.081722,Historical Ingestion,Nice talking to you! please dont forget my pix :) i want to see all of you...,Ham,87.22518136561348,Dataset
2025-03-17 01:02:55.081722,Historical Ingestion,"Damn, poor zac doesn't stand a chance",Ham,92.96945155676906,Dataset
2025-05-15 12:29:55.081722,Historical Ingestion,"That's fine, have him give me a call if he knows what he wants or has any questions",Ham,89.06843581223448,Dataset
2025-05-19 11:43:55.081722,Historical Ingestion,Love you aathi..love u lot..,Ham,92.41946014943468,Dataset
2025-08-30 03:00:55.081722,Historical Ingestion,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",Ham,91.74479440063624,Dataset
2025-06-24 03:24:55.081722,Historical Ingestion,when you and derek done with class?,Ham,91.24563529577031,Dataset
2024-08-09 03:57:55.081722,Historical Ingestion,No. Thank you. You've been wonderful,Ham,92.70031023044324,Dataset
2025-10-10 21:49:55.081722,Historical Ingestion,He says he'll give me a call when his friend's got the money but that he's definitely buying before ,Ham,97.51115638063128,Dataset
2025-12-30 02:55:55.081722,Historical Ingestion,What's the significance?,Ham,95.97325081009376,Dataset
2025-10-02 16:18:55.081722,Historical Ingestion,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARA,Spam,96.35880621061706,Dataset
2024-04-22 03:09:55.081722,Historical Ingestion,"Well, I meant as opposed to my drunken night of before",Ham,86.45364608750181,Dataset
2025-05-24 19:19:55.081722,Historical Ingestion,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny ,Ham,95.02719279580886,Dataset
2025-07-06 05:10:55.081722,Historical Ingestion,... Are you in the pub?,Ham,86.52161469303236,Dataset
2026-01-20 01:05:55.081722,Historical Ingestion,Hasn't that been the pattern recently crap weekends?,Ham,93.9167732823588,Dataset
2024-03-11 11:05:55.081722,Historical Ingestion,Prakesh is there know.,Ham,89.28603533471384,Dataset
2024-03-27 18:16:55.081722,Historical Ingestion,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She c",Ham,93.67939707490662,Dataset
2025-09-26 18:28:55.081722,Historical Ingestion,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get ",Spam,94.99089001088268,Dataset
2024-08-14 10:23:55.081722,Historical Ingestion,"We are hoping to get away by 7, from Langport. You still up for town tonight?",Ham,90.89027296543516,Dataset
2024-09-22 14:33:55.081722,Historical Ingestion,Great! How is the office today?,Ham,90.5481043497516,Dataset
2024-02-21 07:04:55.081722,Historical Ingestion,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,Ham,88.95737721560313,Dataset
2024-09-16 14:56:55.081722,Historical Ingestion,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it wi,Ham,92.3398302283021,Dataset
2024-07-29 15:56:55.081722,Historical Ingestion,Dunno lei shd b driving lor cos i go sch 1 hr oni.,Ham,94.53818749005934,Dataset
2025-05-22 10:31:55.081722,Historical Ingestion,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thin",Ham,89.10064661581211,Dataset
2025-05-12 03:31:55.081722,Historical Ingestion,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,Ham,85.24986581601065,Dataset
2024-08-18 13:14:55.081722,Historical Ingestion,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be ,Ham,86.68738510917507,Dataset
2025-07-18 04:19:55.081722,Historical Ingestion,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,Ham,98.27064381415516,Dataset
2024-02-21 13:41:55.081722,Historical Ingestion,"It could work, we'll reach a consensus at the next meeting",Ham,86.2441865324721,Dataset
2024-12-29 03:40:55.081722,Historical Ingestion,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",Ham,86.0312058418452,Dataset
2025-02-23 20:28:55.081722,Historical Ingestion,Wait.i will come out.. &lt;#&gt;  min:),Ham,91.54418674386196,Dataset
2025-06-10 00:36:55.081722,Historical Ingestion,Ok... Ur typical reply...,Ham,98.25232050557165,Dataset
2024-02-01 07:45:55.081722,Historical Ingestion,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in t,Ham,94.89242395259056,Dataset
2024-06-05 15:48:55.081722,Historical Ingestion,Thats cool. i liked your photos. You are very sexy!,Ham,95.38020268564432,Dataset
2025-08-09 16:40:55.081722,Historical Ingestion,"Pity, * was in mood for that. So...any other suggestions?",Ham,91.87457199455936,Dataset
2024-01-28 02:36:55.081722,Historical Ingestion,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By,Ham,95.61980792392802,Dataset
2024-09-03 03:47:55.081722,Historical Ingestion,Got it! It looks scrumptious... daddy wants to eat you all night long!,Ham,96.94290092926136,Dataset
2025-01-04 12:55:55.081722,Historical Ingestion,Am watching house ‰ÛÒ very entertaining ‰ÛÒ am getting the whole hugh laurie thing ‰ÛÒ even with the,Ham,96.10242150244603,Dataset
2024-07-10 18:57:55.081722,Historical Ingestion,Ill be there on  &lt;#&gt;  ok.,Ham,85.44030660616366,Dataset
2024-09-14 02:02:55.081722,Historical Ingestion,Apart from the one i told you about yesterday?,Ham,96.32654682140156,Dataset
2025-07-23 15:58:55.081722,Historical Ingestion,What happen dear. Why you silent. I am tensed,Ham,94.85715010053676,Dataset
2025-10-15 21:48:55.081722,Historical Ingestion,Prabha..i'm soryda..realy..frm heart i'm sory,Ham,93.57276736095768,Dataset
2025-02-18 14:01:55.081722,Historical Ingestion,Hi mom we might be back later than  &lt;#&gt; ,Ham,88.00177276636667,Dataset
2025-11-06 00:56:55.081722,Historical Ingestion,"I noe la... U wana pei bf oso rite... K lor, other days den...",Ham,99.1402375164812,Dataset
2025-12-29 08:25:55.081722,Historical Ingestion,Should I tell my friend not to come round til like  &lt;#&gt; ish?,Ham,94.49285472885065,Dataset
2024-09-24 22:31:55.081722,Historical Ingestion,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and h,Ham,94.31084434788303,Dataset
2025-07-20 08:05:55.081722,Historical Ingestion,"sir, you will receive the account no another 1hr time. Sorry for the delay.",Ham,94.84792091832242,Dataset
2025-07-09 13:45:55.081722,Historical Ingestion,K:)k.are you in college?,Ham,97.498780576988,Dataset
2025-03-03 04:28:55.081722,Historical Ingestion,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wi,Spam,98.6334598066749,Dataset
2025-12-22 12:06:55.081722,Historical Ingestion,Dont gimme that lip caveboy,Ham,90.86176622844624,Dataset
2024-12-12 07:37:55.081722,Historical Ingestion,I cant pick the phone right now. Pls send a message,Ham,96.62667832479704,Dataset
2025-06-23 02:17:55.081722,Historical Ingestion,Where are the garage keys? They aren't on the bookshelf,Ham,93.94121616591308,Dataset
2024-05-30 14:58:55.081722,Historical Ingestion,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",Ham,99.34268161406342,Dataset
2025-07-27 22:58:55.081722,Historical Ingestion,I hope you know I'm still mad at you.,Ham,96.56565244302249,Dataset
2025-05-22 04:26:55.081722,Historical Ingestion,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",Ham,96.50097887136462,Dataset
2024-07-29 05:52:55.081722,Historical Ingestion,I'm gonna rip out my uterus.,Ham,90.11027020632672,Dataset
2025-05-16 08:38:55.081722,Historical Ingestion,So when you gonna get rimac access ,Ham,87.38363750293794,Dataset
2025-03-18 08:48:55.081722,Historical Ingestion,somewhere out there beneath the pale moon light someone think in of u some where out there where dre,Ham,95.4780528173476,Dataset
